기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
20244,A,골목상권,3110580,양원초등학교,175,86,89,0,74,39,27,24,11,0,27,20,15,15,9,0,47,19,12,9,2
20244,A,골목상권,3110581,염리초등학교,262,157,105,0,38,64,63,51,46,0,19,38,42,30,28,0,19,26,21,21,18
20244,A,골목상권,3110582,이대역 5번,317,178,139,0,103,74,52,54,34,0,43,42,34,35,24,0,60,32,18,19,10
20244,A,골목상권,3110583,공덕래미안3차아파트,493,272,221,0,93,160,140,83,17,0,41,90,78,51,12,0,52,70,62,32,5
20244,A,골목상권,3110584,아현역 4번,222,123,99,0,42,73,65,37,5,0,19,40,36,23,5,0,23,33,29,14,0
20244,A,골목상권,3110585,마포경찰서,295,163,132,0,56,95,85,50,9,0,24,53,48,31,7,0,32,42,37,19,2
20244,A,골목상권,3110586,서울서부지방법원,2505,1452,1053,0,563,694,686,439,123,0,223,367,438,331,93,0,340,327,248,108,30
20244,A,골목상권,3110587,공덕동주민센터,802,464,338,0,179,221,218,143,41,0,71,118,138,106,31,0,108,103,80,37,10
20244,A,골목상권,3110588,한겨레신문사,716,417,299,0,160,203,195,126,32,0,64,108,124,96,25,0,96,95,71,30,7
20244,A,골목상권,3110589,애오개역 3번,141,82,59,0,30,40,40,25,6,0,11,21,26,19,5,0,19,19,14,6,1
20244,A,골목상권,3110590,만리재,312,179,133,0,65,89,84,59,15,0,25,45,52,43,14,0,40,44,32,16,1
20244,A,골목상권,3110591,충정로역 6번,212,120,92,0,48,64,59,31,10,0,21,34,34,22,9,0,27,30,25,9,1
20244,A,골목상권,3110592,서울금융고등학교,352,210,142,0,27,66,82,113,64,0,7,27,43,74,59,0,20,39,39,39,5
20244,A,골목상권,3110593,신월3동주민센터,520,319,201,0,35,96,120,174,95,0,7,40,64,118,90,0,28,56,56,56,5
20244,A,골목상권,3110594,신월중학교,160,92,68,0,17,42,42,44,15,0,8,21,21,27,15,0,9,21,21,17,0
20244,A,골목상권,3110595,메디힐병원,1014,578,436,0,103,268,271,267,105,0,49,134,142,160,93,0,54,134,129,107,12
20244,A,골목상권,3110596,서서울호수공원,234,141,93,0,18,44,53,77,42,0,4,19,28,51,39,0,14,25,25,26,3
20244,A,골목상권,3110597,신월1동주민센터,523,351,172,0,32,92,126,184,89,0,18,57,76,126,74,0,14,35,50,58,15
20244,A,골목상권,3110598,신월문화체육센터,745,491,254,0,77,122,153,178,215,0,59,93,102,108,129,0,18,29,51,70,86
20244,A,골목상권,3110599,신월1파출소,348,234,114,0,23,57,83,125,60,0,12,38,50,85,49,0,11,19,33,40,11
20244,A,골목상권,3110600,신월7동주민센터,899,591,308,0,93,146,185,218,257,0,71,112,123,132,153,0,22,34,62,86,104
20244,A,골목상권,3110601,신월1동우편취급국,936,625,311,0,62,163,222,332,157,0,35,102,133,225,130,0,27,61,89,107,27
20244,A,골목상권,3110602,신월시영아파트중문,800,526,274,0,84,133,163,192,228,0,63,101,109,116,137,0,21,32,54,76,91
20244,A,골목상권,3110603,지향초등학교,860,616,244,0,67,165,219,185,224,0,32,101,148,129,206,0,35,64,71,56,18
20244,A,골목상권,3110604,신월4동주민센터,541,378,163,0,12,62,135,184,148,0,6,33,78,126,135,0,6,29,57,58,13
20244,A,골목상권,3110605,목동센트럴아이파크앞,230,135,95,0,24,43,52,61,50,0,9,22,28,35,41,0,15,21,24,26,9
20244,A,골목상권,3110606,신한은행 신월동지점,506,352,154,0,12,54,124,173,143,0,3,31,70,118,130,0,9,23,54,55,13
20244,A,골목상권,3110607,금빛새마을금고본점,145,87,58,0,12,25,37,40,31,0,6,14,20,23,24,0,6,11,17,17,7
20244,A,골목상권,3110608,신월2동주민센터,774,446,328,0,63,124,212,214,161,0,35,74,109,114,114,0,28,50,103,100,47
20244,A,골목상권,3110609,신정네거리역 2번,89,66,23,0,6,17,23,20,23,0,3,11,16,14,22,0,3,6,7,6,1
20244,A,골목상권,3110610,계남근린공원,139,103,36,0,7,29,38,27,38,0,3,18,25,21,36,0,4,11,13,6,2
20244,A,골목상권,3110611,신정역 1번,489,273,216,0,84,85,92,105,123,0,22,41,48,59,103,0,62,44,44,46,20
20244,A,골목상권,3110612,신정역 5번,677,375,302,0,114,121,130,145,167,0,29,59,66,81,140,0,85,62,64,64,27
20244,A,골목상권,3110613,신정네거리역 4번,424,248,176,2,74,107,106,91,44,2,31,66,64,53,32,0,43,41,42,38,12
20244,A,골목상권,3110614,목동로데오거리,515,285,230,0,85,93,99,110,128,0,22,46,50,60,107,0,63,47,49,50,21
20244,A,골목상권,3110615,신서초등학교,1608,938,670,7,283,404,405,343,166,7,116,252,244,199,120,0,167,152,161,144,46
20244,A,골목상권,3110616,양목초등학교,219,121,98,0,36,39,42,47,55,0,10,18,21,26,46,0,26,21,21,21,9
20244,A,골목상권,3110617,등촌역 4번,120,67,53,0,12,28,33,30,17,0,6,15,18,15,13,0,6,13,15,15,4
20244,A,골목상권,3110618,강서고등학교,499,318,181,0,52,112,157,130,48,0,18,70,95,87,48,0,34,42,62,43,0
20244,A,골목상권,3110619,목4동주민센터,202,129,73,0,21,47,64,51,19,0,8,30,38,34,19,0,13,17,26,17,0
20244,A,골목상권,3110620,목동보건지소,837,506,331,0,94,190,248,215,90,0,40,114,144,130,78,0,54,76,104,85,12
20244,A,골목상권,3110621,목동역 5번,581,375,206,0,101,158,146,118,58,0,47,103,103,85,37,0,54,55,43,33,21
20244,A,골목상권,3110622,달마을공원,615,342,273,0,84,151,166,142,72,0,39,81,91,81,50,0,45,70,75,61,22
20244,A,골목상권,3110623,갈산공원,391,236,155,0,43,92,119,91,46,0,20,52,73,57,34,0,23,40,46,34,12
20244,A,골목상권,3110624,목동문화체육센터,182,104,78,0,25,45,49,41,22,0,12,24,28,24,16,0,13,21,21,17,6
20244,A,골목상권,3110625,신정2동주민센터,6826,3922,2904,0,1238,2221,1829,1209,329,0,502,1220,1132,804,264,0,736,1001,697,405,65
20244,A,골목상권,3110626,양화초등학교,945,530,415,0,128,231,251,220,115,0,61,128,139,126,76,0,67,103,112,94,39
20244,A,골목상권,3110627,신정롯데캐슬아파트,4602,2645,1957,0,834,1500,1232,813,223,0,335,822,766,542,180,0,499,678,466,271,43
20244,A,골목상권,3110628,신목동역,538,300,238,0,74,133,142,124,65,0,34,72,79,72,43,0,40,61,63,52,22
20244,A,골목상권,3110629,송정역 4번,429,225,204,0,73,143,119,82,12,0,17,60,69,69,10,0,56,83,50,13,2
20244,A,골목상권,3110630,공항시장역 1번,213,159,54,0,8,41,52,66,46,0,6,28,37,45,43,0,2,13,15,21,3
20244,A,골목상권,3110631,방화초등학교,91,70,21,0,5,17,22,28,19,0,4,13,16,19,18,0,1,4,6,9,1
20244,A,골목상권,3110632,방화역 3번,756,588,168,0,69,165,189,219,114,0,52,129,148,179,80,0,17,36,41,40,34
20244,A,골목상권,3110633,개화산역 1번,111,84,27,0,9,23,26,32,21,0,6,17,20,24,17,0,3,6,6,8,4
20244,A,골목상권,3110634,송정역 3번,1697,894,803,0,285,562,471,332,47,0,67,236,275,277,39,0,218,326,196,55,8
20244,A,골목상권,3110635,공항시장역 3번,473,277,196,0,72,146,127,102,26,0,22,71,80,85,19,0,50,75,47,17,7
20244,A,골목상권,3110636,방화역 2번,357,290,67,0,36,76,89,104,52,0,28,65,73,88,36,0,8,11,16,16,16
20244,A,골목상권,3110637,송정역 2번,794,417,377,0,133,265,219,153,24,0,32,110,128,128,19,0,101,155,91,25,5
20244,A,골목상권,3110638,신방화역 2번,1614,1291,323,0,156,343,404,471,240,0,122,287,327,394,161,0,34,56,77,77,79
20244,A,골목상권,3110639,신방화역 8번,466,374,92,0,42,98,118,139,69,0,35,82,95,116,46,0,7,16,23,23,23
20244,A,골목상권,3110640,방화역 1번,1776,1152,624,0,179,378,452,486,281,0,90,201,281,340,240,0,89,177,171,146,41
20244,A,골목상권,3110641,공항고등학교,496,399,97,0,46,108,124,143,75,0,35,91,101,120,52,0,11,17,23,23,23
20244,A,골목상권,3110642,정곡초등학교,138,90,48,0,14,30,33,38,23,0,7,16,21,27,19,0,7,14,12,11,4
20244,A,골목상권,3110643,강서구다솔마을,1346,710,636,0,224,446,372,262,42,0,52,187,217,218,36,0,172,259,155,44,6
20244,A,골목상권,3110644,신광명마을,151,87,64,0,6,22,43,51,29,0,1,11,21,30,24,0,5,11,22,21,5
20244,A,골목상권,3110645,우장산역 4번,536,317,219,0,23,75,146,182,110,0,7,38,70,108,94,0,16,37,76,74,16
20244,A,골목상권,3110646,푸른들청소년도서관,1556,965,591,0,215,378,398,358,207,0,116,252,243,203,151,0,99,126,155,155,56
20244,A,골목상권,3110647,화곡역 5번,780,447,333,0,69,171,201,228,111,0,30,100,109,131,77,0,39,71,92,97,34
20244,A,골목상권,3110648,양천향교역 7번,975,610,365,0,103,203,225,236,208,0,41,125,136,154,154,0,62,78,89,82,54
20244,A,골목상권,3110649,우장산역 1번,698,390,308,0,153,157,150,148,90,0,57,92,91,91,59,0,96,65,59,57,31
20244,A,골목상권,3110650,우장산힐스테이트,429,236,193,0,94,98,92,90,55,0,34,56,55,54,37,0,60,42,37,36,18
20244,A,골목상권,3110651,화원중학교,502,287,215,0,39,108,127,149,79,0,18,63,69,85,52,0,21,45,58,64,27
20244,A,골목상권,3110652,양천향교역 2번,338,216,122,0,36,69,78,82,73,0,15,43,48,55,55,0,21,26,30,27,18
20244,A,골목상권,3110653,화곡역 2번,602,335,267,0,131,137,130,125,79,0,47,81,77,77,53,0,84,56,53,48,26
20244,A,골목상권,3110654,까치산역 4번,897,518,379,0,71,187,230,269,140,0,31,113,130,152,92,0,40,74,100,117,48
20244,A,골목상권,3110655,발산역 5번,1112,620,492,0,240,252,242,233,145,0,89,147,144,142,98,0,151,105,98,91,47
20244,A,골목상권,3110656,까치산역 3번,743,430,313,0,56,154,194,226,113,0,23,94,109,129,75,0,33,60,85,97,38
20244,A,골목상권,3110657,양천향교역 5번,3725,2023,1702,0,458,795,837,918,717,0,200,441,491,467,424,0,258,354,346,451,293
20244,A,골목상권,3110658,화곡초등학교,391,228,163,0,32,79,101,99,80,0,9,47,57,52,63,0,23,32,44,47,17
20244,A,골목상권,3110659,화곡역 4번,874,519,355,0,73,169,230,223,179,0,20,105,134,118,142,0,53,64,96,105,37
20244,A,골목상권,3110660,등촌3동주민센터,4819,2554,2265,0,604,1027,1079,1193,916,0,266,560,630,579,519,0,338,467,449,614,397
20244,A,골목상권,3110661,강서새말어린이공원,339,221,118,0,43,93,90,79,34,0,21,61,59,54,26,0,22,32,31,25,8
20244,A,골목상권,3110662,까치산역 1번,472,273,199,0,53,137,149,86,47,0,24,76,76,58,39,0,29,61,73,28,8
20244,A,골목상권,3110663,우장산롯데캐슬아파트앞,541,345,196,0,76,146,139,123,57,0,38,93,89,81,44,0,38,53,50,42,13
20244,A,골목상권,3110664,강서구청옆,232,149,83,0,32,63,60,53,24,0,16,40,39,35,19,0,16,23,21,18,5
20244,A,골목상권,3110665,곰달래도서관,1177,702,475,0,145,334,329,255,114,0,79,207,186,147,83,0,66,127,143,108,31
20244,A,골목상권,3110666,KC대학교,335,216,119,0,46,90,87,77,35,0,23,58,56,51,28,0,23,32,31,26,7
20244,A,골목상권,3110667,가양역 10번,580,307,273,0,73,123,130,144,110,0,32,67,76,70,62,0,41,56,54,74,48
20244,A,골목상권,3110668,화곡2동주민센터,700,437,263,0,81,199,191,166,63,0,48,133,117,93,46,0,33,66,74,73,17
20244,A,골목상권,3110669,화곡보람2차아파트,65,42,23,0,10,17,17,15,6,0,5,11,11,10,5,0,5,6,6,5,1
20244,A,골목상권,3110670,신곡초등학교,342,175,167,0,67,101,77,69,28,0,19,53,43,36,24,0,48,48,34,33,4
20244,A,골목상권,3110671,등촌1동주민센터,4274,2583,1691,0,854,1122,949,760,589,0,312,712,662,503,394,0,542,410,287,257,195
20244,A,골목상권,3110672,백석중학교,276,160,116,0,27,57,69,74,49,0,10,30,39,46,35,0,17,27,30,28,14
20244,A,골목상권,3110673,뜸부기어린이공원,723,364,359,0,137,206,165,154,61,0,37,106,91,82,48,0,100,100,74,72,13
20244,A,골목상권,3110674,강서구청가양동별관,265,171,94,0,44,58,75,56,32,0,29,39,48,33,22,0,15,19,27,23,10
20244,A,골목상권,3110675,화곡4동주민센터,509,252,257,0,94,129,112,112,62,0,20,59,60,65,48,0,74,70,52,47,14
20244,A,골목상권,3110676,등촌역 7번,629,369,260,0,75,126,154,162,112,0,31,68,91,103,76,0,44,58,63,59,36
20244,A,골목상권,3110677,등촌역 1번,368,218,150,0,73,96,86,65,48,0,27,59,56,43,33,0,46,37,30,22,15
20244,A,골목상권,3110678,염창무학아파트,865,401,464,0,134,256,259,146,70,0,48,112,104,81,56,0,86,144,155,65,14
20244,A,골목상권,3110679,염창역 2번,1154,538,616,0,179,343,346,194,92,0,65,150,140,109,74,0,114,193,206,85,18
20244,A,골목상권,3110680,온수역 5번(온수산업단지),774,536,238,0,70,145,181,227,151,0,44,94,117,155,126,0,26,51,64,72,25
20244,A,골목상권,3110681,온수역 1번,184,128,56,0,17,35,43,53,36,0,11,22,28,37,30,0,6,13,15,16,6
20244,A,골목상권,3110682,온수역 8번,26,20,6,0,2,6,6,8,4,0,2,4,4,6,4,0,0,2,2,2,0
20244,A,골목상권,3110683,오류고등학교,96,66,30,0,8,17,23,29,19,0,5,11,14,20,16,0,3,6,9,9,3
20244,A,골목상권,3110684,서울공연예술고등학교,165,113,52,0,15,29,40,48,33,0,9,19,25,33,27,0,6,10,15,15,6
20244,A,골목상권,3110685,금강수목원아파트,70,43,27,0,5,16,19,19,11,0,2,9,11,12,9,0,3,7,8,7,2
20244,A,골목상권,3110686,수궁동주민센터,487,343,144,0,38,95,117,143,94,0,25,62,77,98,81,0,13,33,40,45,13
20244,A,골목상권,3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",115,73,42,0,10,27,30,30,18,0,4,16,18,19,16,0,6,11,12,11,2
20244,A,골목상권,3110688,오류지구대,225,147,78,0,27,41,59,68,30,0,20,29,36,39,23,0,7,12,23,29,7
20244,A,골목상권,3110689,오류동역 3번,634,402,232,0,77,121,157,185,94,0,56,82,95,104,65,0,21,39,62,81,29
20244,A,골목상권,3110690,오류2동버들시장,839,518,321,0,79,189,225,215,131,0,33,109,129,138,109,0,46,80,96,77,22
20244,A,골목상권,3110691,개봉중학교,871,506,365,0,68,189,211,236,167,0,35,103,108,135,125,0,33,86,103,101,42
20244,A,골목상권,3110692,큰굴다리,495,287,208,0,36,110,122,134,93,0,18,61,62,75,71,0,18,49,60,59,22
20244,A,골목상권,3110693,오류동역 4번,48,32,16,0,6,9,12,15,6,0,5,6,7,9,5,0,1,3,5,6,1
20244,A,골목상권,3110694,세곡초등학교,994,594,400,0,75,222,249,274,174,0,40,126,133,156,139,0,35,96,116,118,35
20244,A,골목상권,3110695,개봉1동주민센터,1173,714,459,0,89,255,296,328,205,0,51,150,162,189,162,0,38,105,134,139,43
20244,A,골목상권,3110696,오류동역 1번,799,395,404,0,145,195,190,191,78,0,83,125,85,62,40,0,62,70,105,129,38
20244,A,골목상권,3110697,개봉3동주민센터,98,62,36,0,12,25,27,21,13,0,6,16,16,12,12,0,6,9,11,9,1
20244,A,골목상권,3110698,개웅초등학교(개웅중학교),273,158,115,0,35,69,71,64,34,0,19,44,38,31,26,0,16,25,33,33,8
20244,A,골목상권,3110699,덕의초등학교,444,292,152,0,38,103,121,129,53,0,28,66,73,76,49,0,10,37,48,53,4
20244,A,골목상권,3110700,고척초등학교,627,438,189,0,49,128,169,188,93,0,26,85,113,136,78,0,23,43,56,52,15
20244,A,골목상권,3110701,고척동성당,455,296,159,0,40,107,122,131,55,0,28,70,74,76,48,0,12,37,48,55,7
20244,A,골목상권,3110702,개봉초등학교,1970,1243,727,0,234,503,525,434,274,0,117,323,323,254,226,0,117,180,202,180,48
20244,A,골목상권,3110703,개봉역,2078,1169,909,0,222,462,497,543,354,0,118,267,247,281,256,0,104,195,250,262,98
20244,A,골목상권,3110704,고척중학교,216,155,61,0,19,44,57,66,30,0,10,30,40,50,25,0,9,14,17,16,5
20244,A,골목상권,3110705,고산초등학교,118,84,34,0,10,24,31,36,17,0,5,16,22,27,14,0,5,8,9,9,3
20244,A,골목상권,3110706,그라운드 고척,650,467,183,0,57,132,174,197,90,0,30,90,121,150,76,0,27,42,53,47,14
20244,A,골목상권,3110707,구로창업지원센터,2454,1614,840,0,399,763,597,451,244,0,166,520,431,313,184,0,233,243,166,138,60
20244,A,골목상권,3110708,화원어린이공원,104,65,39,0,10,25,27,28,14,0,5,15,16,18,11,0,5,10,11,10,3
20244,A,골목상권,3110709,구로119안전센터,230,147,83,0,25,56,60,60,29,0,12,34,37,41,23,0,13,22,23,19,6
20244,A,골목상권,3110710,남구로역 3번,412,252,160,0,33,99,108,105,67,0,14,58,64,67,49,0,19,41,44,38,18
20244,A,골목상권,3110711,구로초등학교,910,562,348,0,102,217,232,232,127,0,46,127,137,153,99,0,56,90,95,79,28
20244,A,골목상권,3110712,남구로역 5번,147,89,58,0,2,33,44,43,25,0,0,20,23,23,23,0,2,13,21,20,2
20244,A,골목상권,3110713,구로보건소,2241,1417,824,0,313,533,583,499,313,0,176,368,385,296,192,0,137,165,198,203,121
20244,A,골목상권,3110714,구로4동주민센터,287,173,114,0,18,64,78,78,49,0,6,41,43,44,39,0,12,23,35,34,10
20244,A,골목상권,3110715,구로구민회관,160,103,57,0,21,37,42,37,23,0,13,26,27,22,15,0,8,11,15,15,8
20244,A,골목상권,3110716,구로나눔길,231,144,87,0,27,53,60,60,31,0,13,31,36,39,25,0,14,22,24,21,6
20244,A,골목상권,3110717,남구로역 2번,605,381,224,0,103,189,158,84,71,0,52,123,106,50,50,0,51,66,52,34,21
20244,A,골목상권,3110718,한국SGI본부,1266,800,466,0,178,302,329,279,178,0,101,207,218,166,108,0,77,95,111,113,70
20244,A,골목상권,3110719,영서중학교,116,76,40,0,26,39,28,15,8,0,13,26,20,11,6,0,13,13,8,4,2
20244,A,골목상권,3110720,대림역 2번,165,92,73,0,10,34,46,44,31,0,2,21,23,23,23,0,8,13,23,21,8
20244,A,골목상권,3110721,가리봉파출소,303,139,164,0,6,49,73,68,107,0,1,24,29,24,61,0,5,25,44,44,46
20244,A,골목상권,3110722,G타워,4010,2631,1379,12,834,1353,1018,498,295,8,422,899,717,348,237,4,412,454,301,150,58
20244,A,골목상권,3110723,가산디지털단지역 1번 출입구,295,193,102,0,59,93,74,43,26,0,31,62,53,28,19,0,28,31,21,15,7
20244,A,골목상권,3110724,금천구립가산도서관,265,174,91,0,51,83,66,40,25,0,27,56,47,26,18,0,24,27,19,14,7
20244,A,골목상권,3110725,가산동주민센터,298,196,102,0,60,93,73,43,29,0,32,62,53,29,20,0,28,31,20,14,9
20244,A,골목상권,3110726,금천철쭉어린이공원(금하마을),177,120,57,0,6,19,32,43,77,0,4,15,24,28,49,0,2,4,8,15,28
20244,A,골목상권,3110727,독산역 1번 출입구,516,333,183,0,38,69,87,114,208,0,23,47,56,70,137,0,15,22,31,44,71
20244,A,골목상권,3110728,두산초등학교,390,251,139,0,28,52,66,84,160,0,17,35,43,52,104,0,11,17,23,32,56
20244,A,골목상권,3110729,가산동우체국,300,198,102,0,59,93,76,43,29,0,32,62,55,28,21,0,27,31,21,15,8
20244,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),631,412,219,0,43,85,105,140,258,0,27,58,69,88,170,0,16,27,36,52,88
20244,A,골목상권,3110731,금천구청역 1번 출입구,1228,664,564,0,177,293,292,315,151,0,81,146,146,180,111,0,96,147,146,135,40
20244,A,골목상권,3110732,가산초등학교(세일중학교),634,408,226,0,46,86,105,140,257,0,29,57,67,87,168,0,17,29,38,53,89
20244,A,골목상권,3110733,금천어울림복지센터,392,211,181,0,57,94,94,99,48,0,25,47,47,56,36,0,32,47,47,43,12
20244,A,골목상권,3110734,금천파출소,100,54,46,0,13,24,24,26,13,0,6,12,12,15,9,0,7,12,12,11,4
20244,A,골목상권,3110735,말미고개,695,409,286,0,62,141,174,232,86,0,33,64,87,144,81,0,29,77,87,88,5
20244,A,골목상권,3110736,독산119안전센터,477,288,189,0,47,78,101,118,133,0,36,49,64,57,82,0,11,29,37,61,51
20244,A,골목상권,3110737,금천세무서,480,354,126,0,29,73,90,96,192,0,16,46,48,58,186,0,13,27,42,38,6
20244,A,골목상권,3110738,문성초등학교,479,354,125,0,32,73,88,95,191,0,18,46,47,57,186,0,14,27,41,38,5
20244,A,골목상권,3110739,시흥3동 우편취급국,325,192,133,0,24,48,75,85,93,0,13,31,43,46,59,0,11,17,32,39,34
20244,A,골목상권,3110740,금천해태공원,482,263,219,0,66,113,120,129,54,0,30,56,60,73,44,0,36,57,60,56,10
20244,A,골목상권,3110741,독산2동주민센터,229,136,93,0,21,50,56,74,28,0,12,23,28,46,27,0,9,27,28,28,1
20244,A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),438,246,192,0,50,88,104,112,84,0,24,48,55,63,56,0,26,40,49,49,28
20244,A,골목상권,3110743,시흥초등학교(시흥1동우체국),381,208,173,0,58,92,92,97,42,0,28,46,46,55,33,0,30,46,46,42,9
20244,A,골목상권,3110744,독산동성당,429,277,152,0,39,68,87,101,134,0,28,42,54,52,101,0,11,26,33,49,33
20244,A,골목상권,3110745,독산동정훈단지,251,148,103,0,27,49,61,81,33,0,15,23,31,50,29,0,12,26,30,31,4
20244,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),137,73,64,0,21,32,32,35,17,0,10,16,16,19,12,0,11,16,16,16,5
20244,A,골목상권,3110747,석수역 1번 출입구,595,352,243,0,43,89,136,155,172,0,22,57,79,85,109,0,21,32,57,70,63
20244,A,골목상권,3110748,백산초등학교,187,112,75,0,23,45,49,45,25,0,12,28,28,25,19,0,11,17,21,20,6
20244,A,골목상권,3110749,금산초등학교(금천고등학교),774,462,312,0,55,111,179,204,225,0,29,72,104,113,144,0,26,39,75,91,81
20244,A,골목상권,3110750,시흥4동주민센터(서울신흥초등학교),431,267,164,0,66,91,134,111,29,0,43,66,79,52,27,0,23,25,55,59,2
20244,A,골목상권,3110751,난곡중학교,373,279,94,0,23,57,70,75,148,0,12,38,39,45,145,0,11,19,31,30,3
20244,A,골목상권,3110752,한울중학교,655,402,253,0,98,140,194,172,51,0,62,95,116,82,47,0,36,45,78,90,4
20244,A,골목상권,3110753,시흥동 은행나무사거리,431,276,155,0,46,108,124,93,60,0,25,79,79,48,45,0,21,29,45,45,15
20244,A,골목상권,3110754,삼성산자연공원(서울금천초등학교),294,185,109,0,37,67,84,70,36,0,22,48,51,35,29,0,15,19,33,35,7
20244,A,골목상권,3110755,동일여자고등학교,1138,673,465,0,114,234,288,333,169,0,65,137,164,191,116,0,49,97,124,142,53
20244,A,골목상권,3110756,문래중학교,406,236,170,0,81,95,90,82,58,0,42,60,54,42,38,0,39,35,36,40,20
20244,A,골목상권,3110757,양평역 2번,2082,1212,870,0,413,484,465,418,302,0,211,310,279,214,198,0,202,174,186,204,104
20244,A,골목상권,3110758,문래소공원,780,566,214,0,120,255,241,123,41,0,67,194,196,83,26,0,53,61,45,40,15
20244,A,골목상권,3110759,문래예술촌(문래창작촌),23813,17294,6519,6,3684,7776,7338,3758,1251,0,2056,5915,5991,2545,787,6,1628,1861,1347,1213,464
20244,A,골목상권,3110760,선유도역 6번,6117,3508,2609,0,1114,1673,1695,1060,575,0,482,1011,962,626,427,0,632,662,733,434,148
20244,A,골목상권,3110761,문래동남성맨션,711,515,196,0,110,233,219,111,38,0,61,177,179,75,23,0,49,56,40,36,15
20244,A,골목상권,3110762,선유도역 1번,4542,2609,1933,0,826,1244,1265,784,423,0,357,754,719,464,315,0,469,490,546,320,108
20244,A,골목상권,3110763,영등포구청역 2번,1298,780,518,0,220,372,289,239,178,0,87,207,182,168,136,0,133,165,107,71,42
20244,A,골목상권,3110764,문래역 3번,367,221,146,0,63,104,82,68,50,0,25,58,52,48,38,0,38,46,30,20,12
20244,A,골목상권,3110765,문래동사거리,2977,2161,816,1,461,976,916,467,156,0,257,741,749,316,98,1,204,235,167,151,58
20244,A,골목상권,3110766,대림역 5번,474,318,156,0,43,100,126,114,91,0,22,73,92,75,56,0,21,27,34,39,35
20244,A,골목상권,3110767,도림동주민센터,40,32,8,0,0,6,12,12,10,0,0,5,9,9,9,0,0,1,3,3,1
20244,A,골목상권,3110768,도림2동유수지내체육시설,176,131,45,0,2,24,48,56,46,0,0,18,34,39,40,0,2,6,14,17,6
20244,A,골목상권,3110769,대림차이나타운(대림역 12번),204,105,99,0,37,49,46,30,42,0,15,27,19,17,27,0,22,22,27,13,15
20244,A,골목상권,3110770,영등포구청역 6번,447,271,176,0,77,128,100,78,64,0,29,73,63,56,50,0,48,55,37,22,14
20244,A,골목상권,3110771,대림역 11번,138,69,69,0,26,33,30,22,27,0,10,17,13,12,17,0,16,16,17,10,10
20244,A,골목상권,3110772,신우어린이공원,158,104,54,0,15,32,43,37,31,0,8,23,31,23,19,0,7,9,12,14,12
20244,A,골목상권,3110773,당산역 13번,285,163,122,0,52,79,80,48,26,0,23,47,45,29,19,0,29,32,35,19,7
20244,A,골목상권,3110774,당산반도유보라팰리스아파트,572,381,191,0,91,128,139,128,86,0,46,80,97,92,66,0,45,48,42,36,20
20244,A,골목상권,3110775,대동초등학교,426,217,209,0,79,102,96,65,84,0,31,54,42,36,54,0,48,48,54,29,30
20244,A,골목상권,3110776,도신초등학교,454,299,155,0,44,95,117,109,89,0,22,68,84,71,54,0,22,27,33,38,35
20244,A,골목상권,3110777,구로세무서,2788,2026,762,0,432,914,859,438,145,0,241,695,701,298,91,0,191,219,158,140,54
20244,A,골목상권,3110778,구로디지털단지역 4번,1271,646,625,0,235,305,281,197,253,0,92,162,119,109,164,0,143,143,162,88,89
20244,A,골목상권,3110779,대림갑을명가아파트,44,16,28,0,14,11,10,8,1,0,2,4,5,4,1,0,12,7,5,4,0
20244,A,골목상권,3110780,신길대성유니드아파트,229,110,119,0,13,51,81,62,22,0,4,22,31,31,22,0,9,29,50,31,0
20244,A,골목상권,3110781,대림한신아파트,225,80,145,0,78,52,54,34,7,0,12,17,27,17,7,0,66,35,27,17,0
20244,A,골목상권,3110782,영등포시장역 4번,250,141,109,0,48,61,58,50,33,0,18,35,36,30,22,0,30,26,22,20,11
20244,A,골목상권,3110783,영등포시장역 1번,484,271,213,0,90,119,116,96,63,0,33,66,73,57,42,0,57,53,43,39,21
20244,A,골목상권,3110784,신대림초등학교,146,55,91,0,49,35,32,23,7,0,9,11,16,12,7,0,40,24,16,11,0
20244,A,골목상권,3110785,영등포푸르지오아파트,297,215,82,0,19,57,80,84,57,0,7,37,58,61,52,0,12,20,22,23,5
20244,A,골목상권,3110786,당산역 8번,246,169,77,0,37,55,60,55,39,0,19,36,43,41,30,0,18,19,17,14,9
20244,A,골목상권,3110787,신길3동주민센터,270,245,25,0,0,29,66,78,97,0,0,28,57,64,96,0,0,1,9,14,1
